ObjectId,DBA_Name,License_Effective_Date,NAICS_Code,NAICS_Description,Exempt,City,State,Zip_Code
3487,CYCLHOPS ,5/28/2019,'02-5800,EATING & DRINKING PLACES,No,Longmont,CO,80503
3488,COOKIE ADVANTAGE ,5/1/2019,'10-2099,FOOD PREPARATIONS MFG,No,Colorado Springs,CO,80918
3489,CYCLISTS 4 COMMUNITY,5/21/2015,'10-3790,MISC TRANSP EQUIP,Yes,Boulder,CO,80304
3490,"COOL ENERGY, INC",8/6/2006,'10-9611,GENERAL ECONOMIC PROGRAMS,No,BOULDER,CO,80301
3491,CYL SAUNA STUDIO - THE SWEAT HOUSE ,5/25/2019,'10-7299,MISC PERSONAL SERVICES,No,Boulder,CO,80301
3492,COOL SOLUTIONS ,1/30/2018,'10-3531,MACHINERY & EQUIPMENT,No,Parker,CO,80134
3493,CYNDI BUCK DESIGN,5/26/2018,'03-5631,WOMENS ACCESS & SPEC STORES,No,Idledale,CO,80453
3494,"COOLIBAR, INC.",12/1/2018,'03-5600,APPAREL & ACCESSORY STORES,No,Minneapolis,MN,55426
3495,"CYNOSURE, INC",1/1/2006,'10-3699,ELECTRICAL MACHINERY ALL OTR-MFG,No,WESTFORD,MA,1886
3496,COOLING TOWER SERVICES INC,4/1/2019,'09-1796,INSTALLATION BUILDING EQUIPMENT,No,Arvada,CO,80002
3497,COOPER SURGICAL INC,4/1/2015,'10-3999,MANUFACTURING ALL OTHER,No,Trumbull,CT,6611
3498,COOPER'S SMALL BATCH ,5/1/2019,'01-5400,FOOD STORES,No,Englewood,CO,80111
3499,COOPERVISION INC,2/1/2014,'10-3999,MANUFACTURING ALL OTHER,No,Victor,NY,14564
3500,COORS DISTRIBUTING CO,4/4/1988,'10-5182,WINE & DISTILLED BEVERAGES-WHLSL,No,DENVER,CO,80221
3501,COORS EVENTS CONFERENCE CENTER,4/1/2014,'02-5812,EATING PLACES,No,Boulder,CO,80309
3502,COPELAND PRECAST INC,1/1/2019,'09-1771,CONCRETE WORK,No,Denver,CO,80223
3503,COPIS BAKES ,1/15/2019,'01-5499,MISC FOOD STORES,No,Boulder,CO,80302
3504,COPPER LEAF GENEALOGY,8/21/2016,'10-16389,RESEARCH ORGANIZATIONS NON-COMM,No,Boulder,CO,80304
3505,COPPER STATE BOLT & NUT CO.,2/1/2015,'10-5082,CONSTRUCTION& MINING EQPMT-WHLSL,No,Englewood,CO,80112
3506,COPY MACHINE SERVICE INC,11/1/1989,'05-5999,MISC RETAIL STORES,No,DENVER,CO,80221
3507,CORAZON TRADING,6/23/2017,'10-2511,HOUSEHOLD FURNITURE MFG,No,Los Angeles,CA,90019
3508,CORBEAUX ,5/26/2018,'03-5600,APPAREL & ACCESSORY STORES,No,Aspen,CO,81611
3509,CORCHEK LLC,1/2/2020,'10-16270,BUSINESS CONSULTING,No,Boulder,CO,80305
3510,CORDECK,7/1/2019,'09-1761,ROOFING SIDING SHEET METAL,No,Kenosha,WI,53142
3511,CORDEN PHARMA BOULDER INC,12/15/2003,'10-5122,DRUGS & DRUGGISTS DUNDRIES-WHLSL,No,BOULDER,CO,80301
3512,CORDEN PHARMA COLORADO,8/1/1964,'10-5161,CHEMICAL PRODUCTS-WHLSL,No,BOULDER,CO,80301
3513,"CORDSTRAP USA, INC",1/1/2007,'05-5999,MISC RETAIL STORES,No,STURTEVANT,WI,53177
3514,CORE ELECTRIC INC,10/22/2001,'09-1731,ELECTRICAL WORK,No,Louisville,CO,80027
3515,CORE INFORMATICS LLC,3/31/2016,'12-7372,COMPUTER SOFTWARE,No,Branford,CT,6413
3516,CORE PROGRESSION ,7/20/2019,'10-7991,PHYSICAL FITNESS FACILITIES,No,Westminster,CO,80031
3517,CORE-MARK MIDCONTINENT INC,7/1/2017,'10-5000,WHOLESALE TRADE - DURABLE GOOD,No,Aurora,CO,80011
3518,COREPOWER YOGA,8/17/2007,'10-7299,MISC PERSONAL SERVICES,No,BOULDER,CO,80525
3519,COREPOWER YOGA,6/1/2004,'10-7999,AMUSEMENT & RECREATION,No,BOULDER,CO,80305
3520,COREPOWER YOGA,5/1/2010,'10-7999,AMUSEMENT & RECREATION,No,BOULDER,CO,80302
3521,COREY SUTTON INC,1/26/2016,'10-7231,BEAUTY SHOPS A,No,Boulder,CO,80301
3522,COREY'S CHOCOLATE ,11/24/2018,'01-5441,CANDY & NUT STORES,No,Estes Park,CO,80517
3523,"CORNELL STOREFRONT SYSTEMS, INC",5/1/2014,'10-8999,MISC SERVICES B,No,Wilkes-Barre,PA,18705
3524,CORNERSTONE CHURCH OF BOULDER VALLEY,3/28/1985,'10-8299,MISC SCHOOLS,Yes,BOULDER,CO,80305
3525,CORNERSTONE COMPUTER SOLUTIONS,12/1/2017,'11-5734,COMPUTER AND SOFTWARE STORES,No,Denver,CO,80222
3526,CORNERSTONE GRANITE ,8/14/2019,'10-3200,"STONE, CLAY & GLASS PRODS",No,Denver,CO,80216
3527,CORNERSTONE OPENINGS COLORADO INC,10/1/2019,'10-3231,GLASS PRODUCTS,No,Denver,CO,80216
3528,CORNERSTONE SECURITY,11/1/2000,'10-7382,SECURITY SERVICES,No,CENTENNIAL,CO,80112
3529,CORNING INCORPORATED ,8/1/2019,'10-3211,FLAT GLASS MFG,No,Corning,NY,14831
3530,CORNING OPTICAL COMMUNICATIONS LLC,11/1/2017,'10-3999,MANUFACTURING ALL OTHER,No,Hickory,NC,28601
3531,CORNWELL TOOLS,7/1/2013,'05-5999,MISC RETAIL STORES,No,Brighton,CO,80603
3532,CORNWELL TOOLS,6/1/2014,'05-5900,MISC RETAIL,No,Dacono,CO,80514
3533,CORONADO APARTMENTS LLC,8/19/1998,'10-6513,APARTMENT BUILDING OPERATORS,No,BOULDER,CO,80303
3534,CORONAL MANAGEMENT LLC,4/1/2013,'10-6100,CREDIT AGENCIES EXC BANKS,No,Boulder,CO,80302
3535,COROSYS KELLERWORKS LLC,1/1/2017,'05-5900,MISC RETAIL,No,Fort Collins,CO,80521
3536,CORPORATE DESIGN INTERIORS LLC,5/28/2017,'10-2500,FURNITURE & FIXTURES,No,Waukesha,WI,53186
3537,"CORPORATE FLEET SERVICES, INC",4/1/2002,'07-7515,PASSENGER CAR LEASING,No,HIGHLAND PARK,MI,48203
3538,CORPORATE RECOGNITION LLC,12/16/2009,'10-5199,NONDURABLE GOODS ALL OTHER-WHLSL B,No,BOULDER,CO,80303
3539,CORPORATE SOURCE OF COLORADO,9/18/1995,'04-5712,FURNITURE STORES,No,DENVER,CO,80202
3540,CORPORATE WORKPLACE SERVICES ,6/30/2018,'10-2500,FURNITURE & FIXTURES,No,Denver,CO,80238
3541,"CORPTAX, INC.",3/21/2014,'12-7372,COMPUTER SOFTWARE,No,Buffalo Grove,IL,60089
3542,CORRIDA,3/1/2017,'02-5800,EATING & DRINKING PLACES,No,Boulder,CO,80302
3543,CORRPRO COMPANIES INC,7/1/2014,'10-7399,MISC BUSINESS SVCS,No,Chesterfield,MO,63005
3544,CORT FURNITURE RENTAL INC,11/1/1992,'10-7359,EQUIPMENT ALL OTHER,No,AURORA,CO,80012
3545,CORTERA INC,10/1/2017,'10-8999,MISC SERVICES B,No,Boca Raton,FL,33431
3546,CORUS360,10/1/2015,'10-7392,CONSULTING SERVICES,No,Norcross,GA,30092
3547,CORVID CYCLES ,5/22/2018,'10-3751,"MOTORCYCLES,BICYCLES & PARTS-MFG",No,Boulder,CO,80305
3548,COS BUSINESS PRODUCTS & INTERIORS,10/1/2007,'05-5943,STATIONERY STORES,No,CHATTANOOGA,TN,37406
3549,COSAIN DATA,12/31/2012,'12-7379,COMPUTER RELATED SVCS,No,Boulder,CO,80301
3550,COSCO FIRE PROTECTION INC ,5/13/2019,'10-9224,FIRE PROTECTION,No,Castle Rock,CO,80104
3551,COMPUTER ADVANTAGE,1/1/1986,'10-7389,BUSINESS SERVICES ALL OTHER,No,BOULDER,CO,80302
3552,"COMPUTER CONCEPTS, INC",11/1/2000,'10-7389,BUSINESS SERVICES ALL OTHER,No,DENVER,CO,80204
3553,COMPUTER PHYSICIANS,5/8/1999,'12-7378,COMPUTER MAINTENANCE,No,Longmont,CO,80501
3554,COMPUTER SCIENCE CORPORATION,1/1/2012,'12-7379,COMPUTER RELATED SVCS,No,Falls Church,VA,22042
3555,COMPUTER SITES INC,6/1/1984,'05-5999,MISC RETAIL STORES,No,DENVER,CO,80223
3556,"COMPUTER SUPERHEROES, INC",1/1/2009,'12-7371,COMPUTER PROGRAMMING,No,BERTHOUD,CO,80513
3557,COMPUTER SYSTEMS DESIGN CO,4/1/1997,'05-5963,HOME BASED & DIRECT SALES,No,BOULDER,CO,80302
3558,COMPUTER TASK GROUP INC,1/1/1999,'12-7379,COMPUTER RELATED SVCS,No,BOULDER,CO,80303
3559,"COMPUTER WIZZ, LLC",1/1/2010,'10-7389,BUSINESS SERVICES ALL OTHER,No,NEDERLAND,CO,80466
3560,COMPUTERSHARE INC,9/1/2018,'10-7399,MISC BUSINESS SVCS,No,Canton,MA,2021
3561,COMPUWARE CORPORATION,6/1/1995,'11-5734,COMPUTER AND SOFTWARE STORES,No,DETROIT,MI,48226
3562,"COMSOURCE, INC",8/1/1999,'12-7377,COMPUTER RENTAL/LEASING,No,MANLIUS,NY,13104
3563,"COMTECH 21, LLC",8/1/2002,'06-4813,TELEPHONE NOT RADIOTELEPHONE,No,WALLINGFORD,CT,6492
3564,COMUNIDAD CONNECT LLC,8/31/2017,'10-8200,EDUCATIONAL SVCS,No,Centennial,CO,80122
3565,CONAM MANAGEMENT,7/15/2014,'10-6531,REAL ESTATE AGENTS,No,San Diego,CA,92123
3566,CONCENTRA BOULDER,2/1/2013,'02-5812,EATING PLACES,No,Boulder,CO,80301
3567,CONCENTRA BOULDER #0641,10/1/2012,'02-5812,EATING PLACES,No,Boulder,CO,80301
3568,CONCENTRA HEALTH SERVICES INC,9/1/2018,'10-8000,HEALTH SERVICES,No,Boulder,CO,80301
3569,"CONCEPT RESTAURANTS, INC",8/1/1995,'10-8999,MISC SERVICES B,No,BOULDER,CO,80302
3570,CONCEPT SIGNS & GRAPHICS,12/8/2014,'09-1796,INSTALLATION BUILDING EQUIPMENT,No,Fort Collins,CO,80525
3571,CONCEPTIONS REPRODUCTIVE ASSOCIATES OF COLORADO ,9/8/2019,'10-8062,MEDICAL HOSPITALS,No,Littleton,CO,80129
3572,CONCERTOS IN CHOCOLATE,4/15/2017,'10-3999,MANUFACTURING ALL OTHER,No,Boulder,CO,80301
3573,CONCERTOS IN CHOCOLATE LLC,10/1/2003,'05-5999,MISC RETAIL STORES,No,BOULDER,CO,80301
3574,CONCRETE FRAME ASSOCIATES LLC,10/1/2010,'09-1771,CONCRETE WORK,No,AURORA,CO,80011
3575,CONCRETE STRUCTURES INC,7/15/1992,'09-1771,CONCRETE WORK,No,LONGMONT,CO,80504
3576,CONCRETE WORKS OF COLORADO INC,10/1/1990,'09-1521,SINGLE FAMILY HOUSING CONSTRUCTION,No,LAFAYETTE,CO,80026
3577,CONESCO STORAGE SYSTEMS INC,3/1/1986,'05-5999,MISC RETAIL STORES,No,CENTENNIAL,CO,80112
3578,CONFECTION ELEVATION ,12/1/2017,'01-5461,BAKERIES-RETAIL,No,Lafayette,CO,80026
3579,CONFIO SOFTWARE,6/1/2004,'12-7372,COMPUTER SOFTWARE,No,Boulder,CO,80301
3580,CONGREGATION B'NAI TORAH ,5/17/2019,'10-8661,RELIGIOUS ORGANIZATIONS,Yes,Westminster,CO,80030
3581,CONGREGATION BONAI SHALOM,5/1/1985,'10-8661,RELIGIOUS ORGANIZATIONS,Yes,BOULDER,CO,80303
3582,CONGREGATION HAR HA SHEM,12/1/1970,'10-8661,RELIGIOUS ORGANIZATIONS,Yes,BOULDER,CO,80302
3583,CONGREGATION NEVEI KODESH,5/24/1995,'09-1799,SPECIAL TRADE CONTRACTORS B,Yes,Boulder,CO,80304
3584,CONLEY DC SOLUTIONS INC,1/1/2019,'10-3600,ELECTRIC & ELECTRONIC EQUIP,No,Denver,CO,80216
3585,CONLEY EQUIPMENT COMPANY LLC,1/1/2019,'10-3531,MACHINERY & EQUIPMENT,No,Aurora,CO,80011
3586,CONMED LINVATEC,1/2/1990,'05-5999,MISC RETAIL STORES,No,LARGO,FL,33773
3587,CONNECT FIRST INC,7/1/2013,'12-7371,COMPUTER PROGRAMMING,No,Boulder,CO,80301
3588,CONNECTEDLIVING INC,5/1/2012,'10-8699,MISC MEMBERSHIP ORGS,No,Quincy,MA,2169
3589,CONNECTIONS,1/1/1986,'10-7333,COMMERCIAL PHOTO & ART,No,BOULDER,CO,80304
3590,CONNECTIT SERVICE ,9/15/2019,'10-3640,ELEC LIGHTING & WIRING EQUIP,No,Littleton,CO,80127
3591,"CONNECTIVE SYSTEMS & SUPPLY, INC",4/1/2016,'08-5211,LUMBER & OTHER BLDG MATS,No,Loveland,CO,80538
3592,"CONNELLY BUSINESS SYSTEMS, INC",1/1/2001,'10-7389,BUSINESS SERVICES ALL OTHER,No,BOULDER,CO,80304
3593,CONNIE SLACK ARTIST,6/1/2017,'05-5999,MISC RETAIL STORES,No,Boulder,CO,80302
3594,CONNS HOME PLUS,9/1/2014,'04-5722,HOUSEHOLD APPLIANCE STORES,No,The Woodlands,TX,77381-2007
3595,CONOCO,11/3/2006,'07-5541,GASOLINE SERVICE STATIONS,No,BOULDER,CO,80301
3596,CONOCO GAS STATION,3/15/2007,'07-5541,GASOLINE SERVICE STATIONS,No,BOULDER,CO,80303
3597,CONSCIENCE BAY MANAGEMENT LLC,1/14/2011,'10-6531,REAL ESTATE AGENTS,No,Boulder,CO,80302
3598,CONSCIOUS ALLIANCE,8/18/2003,'10-8699,MISC MEMBERSHIP ORGS,Yes,BOULDER,CO,80302
3599,CONSCIOUS COFFEES,2/1/2017,'10-2080,BEVERAGES MFG,No,Boulder,CO,80301
3600,CONSCIOUS MEDZ,4/5/2018,'14-8101,Rec Marijuana MIP Business,No,Boulder,CO,80301
3601,"DISH, LLC",4/1/2006,'02-5812,EATING PLACES,No,BOULDER,CO,80302
3602,DISHNET SATELLITE BROADBAND LLC,5/1/2013,'12-7379,COMPUTER RELATED SVCS,No,Englewood,CO,80112
3603,DISNEY ONLINE BOULDER STUDIOS,10/11/2011,'05-5999,MISC RETAIL STORES,No,Lake Buena Vista,FL,32830
3604,DISPLAY TECHNOLOGIES LLC,4/27/2018,'10-3690,MISC ELEC EQUIP,No,Lake Success,NY,11042
3605,DISTILLED BATH & BODY LLC,4/1/2019,'05-5900,MISC RETAIL,No,Livermore,CO,80536
3606,DISTINCTIVE INTERIORS LLC,1/1/2019,'10-7299,MISC PERSONAL SERVICES,No,Broomfield,CO,80023
3607,DISTINCTIVE THREADS,5/1/2000,'03-5699,MISC APPAREL,No,BOULDER,CO,80303
3608,DISTINCTIVELY D'LAYNE PHOTOGRAPHY,12/1/2002,'10-7221,PHOTOGRAPHIC STUDIO-PORTRAIT,No,BOULDER,CO,80301
3609,DISTRIBUTARY,11/10/2016,'10-5092,TOY & HOBBY GOODS-WHLSL,No,Boulder,CO,80301
3610,DISTRIBUTION INTERNATIONAL SOUTHWEST INC,1/7/2019,'10-5033,ROOFING SIDING INSULATION-WHLSL,No,Houston,TX,77078
3611,DITCH WITCH OF THE ROCKIES ,12/1/2018,'10-16294,EQUIP RENTAL & LEASING/ MISC,No,Commerce City,CO,80022
3612,DIVERSE REPAIR SERVICE INC,1/1/2018,'10-7600,MISC REPAIR SERVICES,No,Aurora,CO,80011
3613,"DIVERSIFIED BUILDERS, INC",1/20/2012,'09-1721,PAINTING,No,WHEAT RIDGE,CO,80033
3614,DANIEL ARROWOOD,1/1/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
3615,DIVIDE BIKE COMPANY LLC,1/10/2018,'05-5941,SPORTING GOODS & BIKE SHOPS,No,Boulder,CO,80301
3616,DAWN M. JOYCE & DOUGLAS L. WONG,6/1/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80303
3617,DIVINE DESIGNS BY DEB,10/4/2019,'10-3910,JEWELRY,No,Greeley,CO,80634
3618,DANIEL CONNORS,6/1/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
3619,DAWN R & IAN V KING,2/1/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
3620,DIVINE MECHANICAL INC,11/1/2018,'10-3531,MACHINERY & EQUIPMENT,No,Coaldale,CO,81222
3621,DANIEL EPSTEIN,10/14/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
3622,"DAWSON & ZIEMBA, P.C. CPAs",1/1/2008,'10-8999,MISC SERVICES B,No,Boulder,CO,80305
3623,DIVINE SPINE BOULDER,1/8/2018,'10-8041,CHIROPRACTORS,No,Boulder,CO,80302
3624,DANIEL FOX,3/21/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
3625,DAY & NIGHT EMERGENCY SERVICES REPAIR INC,4/1/2019,'10-5075,HEATING & A/C-WHLSL,No,Denver,CO,80219
3626,"DELFIELD COMPANY, LLC",11/1/2007,'10-3589,SERVICE INDUSTRY MACHINES-MFG,No,MOUNT PLEASANT,MI,48858-9200
3627,DIVINITY COLLECTIVE LLC,10/1/2017,'10-8999,MISC SERVICES B,No,Boulder,CO,80302
3628,DANIEL GLENNEY,5/1/2004,'10-783,TREE SERVICE,No,LYONS,CO,80540
3629,DENVER SECURITY CAMERA,8/10/2015,'05-5900,MISC RETAIL,No,Westminister,CO,80030
3630,"DAY CARE CENTER, THE",1/1/1992,'10-8641,CIVIC SOCIAL FRATERNAL,No,Boulder,CO,80305-3439
3631,DAYDENS ,8/15/2019,'05-5900,MISC RETAIL,No,Boulder,CO,80303
3632,DAYDREAM DESSERT ,7/17/2019,'01-5461,BAKERIES-RETAIL,No,Boulder,CO,80301
3633,DAYLIGHT PRODUCTION & RENTALS,11/1/2003,'05-5999,MISC RETAIL STORES,No,BOULDER,CO,80301
3634,DAYS HOTEL,6/15/2016,'10-7011,HOTELS MOTELS,No,Boulder,CO,80303
3635,DAZBOG COFFEE COMPANY,11/1/2005,'10-5149,GROCERIES & RELATED ALL OTHER-WHLSL,No,DENVER,CO,80204
3636,"DB Networks, LLC",4/1/2015,'10-3660,COMMUNICATION EQUIPS,No,Centennial,CO,80112
3637,DBC IRRIGATION SUPPLY,1/2/2019,'08-5200,"BLDG MATERIALS,GARDEN SUPPLIES",No,Denver,CO,80207
3638,DBH WOODWORKS,10/8/2015,'05-5900,MISC RETAIL,No,Boulder,CO,80303
3639,"DBSI, INC",11/1/2010,'09-1521,SINGLE FAMILY HOUSING CONSTRUCTION,No,CHANDLER,AZ,85226
3640,"DC PUMPS, LLC",1/1/2013,'10-7699,MISC REPAIR SHOPS,No,Erie,CO,80516
3641,"DCI MARKETING, INC.",1/1/2000,'05-5999,MISC RETAIL STORES,No,MILWAUKEE,WI,53209-2091
3642,DCS CONSTRUCTION LLC,4/2/2010,'10-7699,MISC REPAIR SHOPS,No,LAFAYETTE,CO,80026
3643,DDA HEATING AND AIR,1/1/2004,'09-1522,GENERAL CONTRACTORS,No,FREDERICK,CO,80504
3644,DDI,4/1/2006,'05-5999,MISC RETAIL STORES,No,BRIDGEVILLE,PA,15017-2838
3645,DE DESIGNS,3/1/1998,'10-7922,THEATRICAL PRODUCERS,No,Boulder,CO,80303
3646,DE LAS AMERICAS LLC,6/1/2010,'10-7299,MISC PERSONAL SERVICES,No,BOULDER,CO,80302
3647,DEADWILDER DESIGN & ILLUSTRATION,4/1/2009,'05-5999,MISC RETAIL STORES,No,BOULDER,CO,80304
3648,DEALER.COM,1/1/2013,'10-7389,BUSINESS SERVICES ALL OTHER,No,Burlington,VT,5401
3649,DEALERS ELECTRIC SUPPLY ,1/1/2019,'10-3600,ELECTRIC & ELECTRONIC EQUIP,No,Waco,TX,76702
3650,"DEALERSOCKET, INC.",6/1/2016,'10-8900,MISC SERVICES A,No,San Clemente,CA,92673
3651,DEAN FARNSWORTH,6/23/2017,'09-1522,GENERAL CONTRACTORS,No,Erie,CO,80516
3652,DEAN I GRIFFLER & SANDREA-LEIGH SERIO,3/1/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
3653,DEANNA FRANCO,8/8/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
3654,DEBBIE MOGUILLANSKY,1/1/2015,'10-8111,LEGAL SERVICES B,No,Louisville,CO,80027
3655,DEBORAH A & DANIEL CONDON,2/8/2017,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
3656,DEBORAH BAKER WILSON,5/23/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
3657,DEBORAHLISE MOTA,3/1/2018,'10-8200,EDUCATIONAL SVCS,No,Boulder,CO,80304
3658,DECADENT AFFAIRS ,12/9/2018,'03-5600,APPAREL & ACCESSORY STORES,No,Aurora,CO,80014
3659,DECADENT SAINT,10/11/2011,'10-2080,BEVERAGES MFG,No,Boulder,CO,80301
3660,DECISIONONE CORPORATION,11/1/1992,'12-7378,COMPUTER MAINTENANCE,No,DEVON,PA,19333
3661,DECO HAIR STUDIO,11/7/2000,'10-7241,BARBER SHOPS,No,Boulder,CO,80303
3662,DECO SECURITY SERVICES INC,1/1/2009,'10-7381,ARMORED CAR,No,BAXTER,MN,56425-6028
3663,DECOR,1/1/2012,'09-1752,FLOOR LAYING,No,Greeley,CO,80631
3664,DECYPHER TECHNOLOGIES,9/1/2016,'12-7372,COMPUTER SOFTWARE,No,Glenwood Springs,CO,81601
3665,DEDICATED CRAFTSMAN,2/27/2015,'09-1700,SPECIAL TRADE CONTRACTORS A,No,Boulder,CO,80301
3666,DEEP EDDY VODKA ,5/24/2019,'10-7311,ADVERTISING AGENCIES,No,Austin,TX,78704
3667,DEEP ROOTS DESIGN ,10/1/2019,'10-781,LANDSCAPE SERVICES,No,Thornton,CO,80229
3668,DEEPER AFRICA,1/1/2003,'06-4724,TRAVEL AGENCIES,No,Boulder,CO,80303
3669,DEFENDER SECURITY COMPANY,7/1/2008,'09-1731,ELECTRICAL WORK,No,AURORA,CO,80012
3670,DEFINE BODY & MIND,12/2/2017,'10-7991,PHYSICAL FITNESS FACILITIES,No,Boulder,CO,80302
3671,DEGUSSA CORPORATION,1/1/2003,'10-5169,CHEMICALS ALL OTHER-WHLSL,No,PARSIPPANY,NJ,7054
3672,DEKA LASH,9/1/2018,'10-7299,MISC PERSONAL SERVICES,No,Boulder,CO,80303
3673,DEL LACK ,10/26/2019,'05-5900,MISC RETAIL,No,Albuquerque,NM,87123
3674,DEL ORGANICS LLC,1/1/2016,'05-5963,HOME BASED & DIRECT SALES,No,Boulder,CO,80302
3675,DELECTABLE CATERING ,3/1/2019,'10-8900,MISC SERVICES A,No,Glendale,CO,80246
3676,"DATADOG, INC.",8/15/2016,'10-7399,MISC BUSINESS SVCS,No,New York,NY,10001
3677,Crawford Electric Supply Company Inc,6/23/2015,'10-3610,ELEC DISTRIBUTING EQUIP,No,Houston,TX,77040
3678,DANIEL GOLDBERGER,4/25/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
3679,DIVIROD LLC ,6/28/2019,'12-7372,COMPUTER SOFTWARE,No,Boulder,CO,80304
3680,DANIEL HAARBURGER & RACHAEL MCKEE,5/24/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80302
3681,DATAMASTER,8/1/2018,'12-7372,COMPUTER SOFTWARE,No,Layton,UT,84041
3682,Creekside Parent Organization,9/11/2012,'10-8699,MISC MEMBERSHIP ORGS,Yes,Boulder,CO,80305
3683,DENVER SYRUP & BAR SUPPLY,5/1/2011,'10-5199,NONDURABLE GOODS ALL OTHER-WHLSL B,No,DENVER,CO,80216
3684,DELI ZONE ,3/1/2019,'02-5812,EATING PLACES,No,Boulder,CO,80301
3685,DIXON COVE DESIGN,11/4/2017,'10-8999,MISC SERVICES B,No,Fort Collins,CO,80526
3686,DANIEL J & ESTHER MAHOWALD,5/11/2017,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
3687,DELI ZONE BASELINE,9/28/2006,'02-5812,EATING PLACES,No,BOULDER,CO,80303
3688,DENVER TECHNICAL SPECIALISTS,10/12/1990,'10-7332,BLUEPRINTING & PHOTOCOPYING,No,ENGLEWOOD,CO,80110-3261
3689,DIXON DESIGN STUDIO,8/6/2013,'05-5963,HOME BASED & DIRECT SALES,No,Lakewood,CO,80215
3690,DANIEL J & KRISTIN BRAYMILLER,11/7/2017,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
3691,DELI ZONE GUNBARREL,2/16/2015,'02-5812,EATING PLACES,No,Boulder,CO,80301
3692,DENVER VALVE & FITTING - SWAGELOK DENVER,12/1/2018,'10-3610,ELEC DISTRIBUTING EQUIP,No,Wheat Ridge,CO,80033
3693,DIY DELISH ,11/23/2019,'01-5400,FOOD STORES,No,Greenwood Village,CO,80111
3694,DANIEL K. ROTH,8/8/2016,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80305
3695,DELI ZONE ON THE HILL,3/1/2008,'02-5812,EATING PLACES,No,BOULDER,CO,80302
3696,DENVER WINAIR CO,9/1/2001,'10-5075,HEATING & A/C-WHLSL,No,DENVER,CO,80223
3697,DIZZY,5/24/2018,'10-7973,AMUSEMENT,No,Longmont,CO,80504
3698,DANIEL KATZ,5/20/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80303
3699,DELL EQUIPMENT FUNDING LP,2/1/2011,'12-7377,COMPUTER RENTAL/LEASING,No,ROUND ROCK,TX,78682
3700,DENVER WINDUSTRIAL COMPANY,9/1/2000,'10-5085,INDUSTRIAL SUPPLIES-WHLSL,No,Commerce City,CO,80022-4608
3701,"DLS TIRE CENTERS, INC",4/1/2010,'07-5531,AUTO & HOME SUPPLY STORES,No,BOULDER,CO,80303
3702,DANIEL LARSEN'S QUALITY PAINTING,7/14/2009,'09-1721,PAINTING,No,Superior,CO,80027-9698
3703,DELL FEDERAL SYSTEMS LP,6/1/2010,'11-5734,COMPUTER AND SOFTWARE STORES,No,ROUND ROCK,TX,78682
3704,DENVER WINNELSON CO,7/1/2002,'10-5074,PLUMBING & HEATING-WHLSL,No,LITTLETON,CO,80122
3705,DLT SOLUTIONS LLC,1/1/2011,'12-7371,COMPUTER PROGRAMMING,No,HERNDON,VA,20171
3706,DANIEL MAHER,6/27/2018,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80304
3707,DELL FINANCIAL SERVICES LLC,3/17/2008,'12-7371,COMPUTER PROGRAMMING,No,ROUND ROCK,TX,78682
3708,DENVER ZOO ,6/28/2019,'10-8400,"MUSEUM,BOTANICAL,ZOOLOG GARDEN",Yes,Denver,CO,80205
3709,DMC BIOTECHNOLOGIES INC ,1/1/2019,'10-7391,RESEARCH & DEV LABS,No,Boulder,CO,80301
3710,DANIEL MCMILLAN,5/15/2019,'10-7021,ROOMING & BOARDING PLACES,No,Boulder,CO,80305
3711,DELL MARKETING L P,1/1/1992,'11-5734,COMPUTER AND SOFTWARE STORES,No,AUSTIN,TX,78759
3712,"DENVERS CHOICE GARAGE DOORS, LLC",4/1/2016,'10-7399,MISC BUSINESS SVCS,No,Federal Hights,CO,80260
3713,DMCK DESIGNS LLC,10/1/2013,'05-5900,MISC RETAIL,No,BOULDER,CO,80304
3714,DANIEL MEASUREMENT/CONTROL INC,1/1/1990,'05-5999,MISC RETAIL STORES,No,HOUSTON,TX,77055
3715,DELL PRODUCTS L.P.,10/1/2015,'12-7379,COMPUTER RELATED SVCS,No,Round Rock,TX,78682
